% Model,Migraine_0409_30sec.mph
% Version,COMSOL 5.5.0.292
% Date,"Apr 12 2021, 23:30"
% Dimension,1
% Nodes,439
% Expressions,1
% Description,Line graph
% X,Height
0,-2.018429639423255
2.99833722462091E-4,-2.0184218746501275
5.996589674708344E-4,-2.018398497321114
8.994796741156154E-4,-2.0183595074362137
0.0011992997816646972,-2.0183049049954276
0.0014991232294099567,-2.0182346899987555
0.0017989539565116163,-2.018148862446197
0.002098784333880063,-2.0180476225533166
0.002398606716358479,-2.0179305664760747
0.0026984250217063905,-2.0177976942144706
0.002998243167843159,-2.0176490057685053
0.003298065072694383,-2.0174845011381786
0.0035978946540383147,-2.01730418032349
0.003897724232453356,-2.0171081846265135
0.0041975461151977445,-2.016896053667015
0.004497364202289149,-2.016667787444995
0.004797182393893359,-2.016423385960453
0.005097004590172087,-2.0161628492133894
0.0053968346911307625,-2.015886177203804
0.005696664976130484,-2.015593415591313
0.005996487713947261,-2.015283967371107
0.0062963067904606715,-2.0149578325431867
0.0065961260916926594,-2.0146150111075523
0.006895949503656429,-2.014255503064204
0.007195780912205347,-2.0138793084131414
0.0074956125645756376,-2.0134865847534487
0.007795436700143748,-2.0130764931247223
0.008095257194267248,-2.0126490335269622
0.00839507792244491,-2.0122042059601686
0.008694902760166427,-2.0117420104243413
0.00899473558276214,-2.0112624469194804
0.00929456861441759,-2.0107651663056623
0.009594394074176501,-2.0102496373195278
0.009894215830499745,-2.009715859961077
0.010194037751991545,-2.00916383423031
0.010493863707249728,-2.0085935601272276
0.01079369756471599,-2.008005037651829
0.011093531534585753,-2.0073978929410523
0.011393357824625685,-2.0067712975434975
0.011693180300031818,-2.0061252514591636
0.011993002826147693,-2.005459754688052
0.0122928292683149,-2.004774807230162
0.012592663491723569,-2.004070409085494
0.012892497701630926,-2.0033462795457875
0.013192324103576201,-2.0026012897314445
0.01349214656312642,-2.001835439642464
0.01379196894600109,-2.001048729278846
0.014091795117922691,-2.0002411586405917
0.01439162894446714,-1.9994127277276998
0.014691462635001989,-1.998562894763721
0.014991288401887801,-1.9976905223623898
0.015291110114700098,-1.9967956105237055
0.01559093164317137,-1.9958781592476689
0.01589075685704124,-1.9949381685342795
0.01619058962590663,-1.9939756383835376
0.01649042217229586,-1.9929893778749452
0.01679024672444412,-1.9919784527485964
0.017090067159572165,-1.9909428630044914
0.017389887355060456,-1.9898826086426302
0.017689711188298773,-1.9887976896630128
0.017989542536535737,-1.987688106065639
0.018289373644518,-1.9865535521168136
0.0185891967654184,-1.9853917014643747
0.01888901578773641,-1.9842025541083237
0.019188834600130964,-1.9829861100486599
0.019488657091269176,-1.9817423692853835
0.01978848714967501,-1.9804713318184946
0.02008831705138321,-1.9791724500134957
0.020388139083581888,-1.9778433646397249
0.020687957149676788,-1.9764840756971824
0.020987775153228572,-1.975094583185868
0.02128759699780035,-1.9736748871057819
0.021587426586805212,-1.9722249874569238
0.021887256236652507,-1.970743481511247
0.022187078277642363,-1.9692282419498652
0.02248689663170544,-1.9676792687727784
0.0227867152209171,-1.9660965619799862
0.023086537967343473,-1.964480121571489
0.02338636879288755,-1.9628299475472868
0.023686338689357964,-1.9611426845588609
0.023986301320684498,-1.9594173125918353
0.024286260632577036,-1.9576538316462098
0.02458622057087642,-1.9558522417219848
0.024886185081398792,-1.9540125428191606
0.02518615810977986,-1.9521347349377365
0.025487418593071163,-1.950208007339497
0.025788671127036256,-1.948237179453007
0.02608991966904923,-1.9462222512782668
0.026391168176641493,-1.9441632228152759
0.02669242060734582,-1.942060094064035
0.026993680918540378,-1.9399128650245434
0.02729649219108228,-1.9377075956311307
0.02759929547526912,-1.9354514834668524
0.027902094780636242,-1.9331445285317082
0.02820489411687709,-1.9307867308256985
0.028507697493683853,-1.9283780903488232
0.028810508920588222,-1.9259186071010823
0.029114378086577387,-1.923394106385021
0.029418239190568823,-1.920810029972958
0.02972209627870902,-1.918166377864894
0.0300259533973049,-1.915463150060829
0.03032981459266214,-1.9127003465607628
0.0306336839109236,-1.9098779673646955
0.03093700890999423,-1.906996900896852
0.03124032586073434,-1.9040456896867106
0.031543638785921646,-1.9010243337342712
0.031846951708494005,-1.8979328330395342
0.03215026865138938,-1.8947711876025
0.0324535936373858,-1.8915393974231678
0.03275625490524776,-1.888239257295029
0.033058908142755056,-1.884857068261488
0.03336155734851411,-1.8813928303225451
0.03366420652129116,-1.8778465434782
0.03396685965985373,-1.8742182077284526
0.03426952076281217,-1.8705078230733032
0.03457164833371646,-1.8667128887149642
0.03487376791103372,-1.8628201119749035
0.03517588347821589,-1.858829492853122
0.035477999018873524,-1.8547410313496189
