% Model,Migraine_Final_30min.mph
% Version,COMSOL 5.5.0.292
% Date,"Apr 13 2021, 00:46"
% Dimension,1
% Nodes,307
% Expressions,1
% Description,Line graph
% X,Height
0,-2.5220694816163354
3.325605930153053E-4,-2.5220225163188608
6.651103167684674E-4,-2.521880538692898
9.976542595716508E-4,-2.521643548738448
0.0013301975100023858,-2.52131154645551
0.001662745156669987,-2.520884531844085
0.0019953022879819625,-2.520362504904172
0.002379313650015411,-2.5196417858661855
0.0027633092899037913,-2.5187919999634394
0.0031472969934923673,-2.5178131471959335
0.0035312845471091587,-2.5167052275636674
0.003915279737091309,-2.5154682410666416
0.004299290349311446,-2.514102187704856
0.004726746103855564,-2.512427691407722
0.005154180858133017,-2.5105850227633915
0.005581605291032415,-2.508574181771864
0.006009030082215983,-2.5063951684331403
0.006436465911319092,-2.50404798274722
0.006863923457149795,-2.5015326247141028
0.007295901683391613,-2.498817124849572
0.007727858433677392,-2.495915103785746
0.008159804683630385,-2.492826561522625
0.008591751409674274,-2.4895514980602087
0.009023709588196451,-2.486089913398498
0.009455690194711302,-2.4824418075374917
0.009891043189102378,-2.4785684755680317
0.010326374035573016,-2.4744844367728414
0.010761693942351722,-2.4701896911519197
0.01119701411851201,-2.4656842387052675
0.01163234577310658,-2.4609680794328845
0.012067700114301527,-2.4560412133347707
0.012515510937557598,-2.4507402168145465
0.01296329727638639,-2.445181009593621
0.013411071322815918,-2.439363591671994
0.0138588452698783,-2.4332879630496653
0.014306631310613774,-2.4269541237266363
0.014754441637074702,-2.420362073702906
0.015224278361747511,-2.41315042936099
0.015694086395652247,-2.405598694283231
0.016163879841282928,-2.3977068684696277
0.01663367280244732,-2.3894749519201817
0.017103479382996827,-2.380902944634893
0.017573313685556334,-2.3719908466137607
0.018025727816759728,-2.3630428976700135
0.018478116171515322,-2.3537047954668955
0.018930491387263312,-2.343976540004407
0.019382866102545075,-2.333858131282548
0.019835252955943915,-2.323349569301319
0.020287664585025865,-2.312450854060719
0.020719268207804217,-2.301641449135661
0.02115084972351497,-2.290374944987158
0.021582420164840757,-2.278651341615209
0.022013990565313522,-2.266470639019814
0.022445571958468365,-2.2538328372009735
0.022877175376997304,-2.2407379361586877
0.023323078898855223,-2.226684596455689
0.023768958989638538,-2.2119859023107757
0.02421482790347127,-2.196641853723947
0.024660697895398986,-2.1806524506952036
0.025106581220378357,-2.164017693224545
0.025552490132266754,-2.146737581311972
0.026025514796520138,-2.1276493946661534
0.026498510392740756,-2.1075469627159067
0.02697149142167728,-2.0864302854612315
0.027444472385418205,-2.0642993629021276
0.02791746778605802,-2.041154195038595
0.028390492124363363,-2.016994781870634
0.028913097331829743,-1.9889439784200482
0.02943566365023366,-1.9591455457931055
0.029958210572941662,-1.927599483989806
0.030480757595490918,-1.8943057930101497
0.03100332421340744,-1.8592644728541363
0.03152592992002424,-1.822475523521766
0.03205734411395542,-1.7823068238594721
0.032588717293562955,-1.7404450327493834
0.03312006994114272,-1.6968901501915
0.033651422541365,-1.6516421761858218
0.03418279557890555,-1.6047011107323488
0.034714209536076686,-1.5560669538310812
0.03522146681297283,-1.5071373367611056
0.03572868832276749,-1.460633859180278
0.03623589191640746,-1.4165565210885982
0.03674309544673125,-1.3749053224860663
0.03725031676658401,-1.3356802633726828
0.037757573726932586,-1.298881343748447
0.038225863335005134,-1.2712420358847945
0.03869412472257627,-1.2491636166359597
0.03916237198284323,-1.2326460860019428
0.03963061921027885,-1.2216894439827435
0.040098880499358905,-1.2162936905783623
0.040567169943289516,-1.2164588257887987
0.04102956701213283,-1.222363313382471
0.04149193709126954,-1.2338772119548302
0.04195429370325258,-1.251000521505877
